date,max_temp,average_temp,min_temp,precipitation,rain,city
1/1/15,59,48.3,39,0.00,0,1
1/2/15,54,46,38,0.00,0,1
1/3/15,57,48.2,41,0.00,0,1
1/4/15,57,47.8,38,0.00,0,1
1/5/15,55,46.6,38,0.00,0,1
1/6/15,58,51.8,47,0.00,0,1
1/7/15,45,37.5,42.8,0.00,0,1
1/8/15,51,42,35,0.00,0,1
1/9/15,60,50.5,42,0.00,0,1
1/10/15,59,51.4,44,0.00,0,1
1/11/15,63,54.3,48,0.00,0,1
1/12/15,59,51.2,44,0.00,0,1
1/13/15,59,51.5,44,0.00,0,1
1/14/15,58,53.9,52,0.02,1,1
1/15/15,59,54.5,50,0.07,1,1
1/16/15,54,49.1,46,0.08,1,1
1/17/15,54,49.3,45,0.17,1,1
1/18/15,54,49.9,47,0.30,1,1
1/19/15,53,48.8,46,0.00,0,1
1/20/15,53,48.5,46,0.09,1,1
1/21/15,55,49.6,44,0.01,1,1
1/22/15,55,52.5,50,0.00,1,1
1/23/15,57,53.9,51,0.01,1,1
1/24/15,58,52.3,48,0.00,0,1
1/25/15,63,52.1,42,0.00,0,1
1/26/15,60,50.6,0,0.00,0,1
1/27/15,63,53.7,49,0.00,0,1
1/28/15,58,53.9,51,0.00,0,1
1/29/15,58,55.4,53,0.00,0,1
1/30/15,57,56,55,0.04,1,1
1/31/15,56,51.6,47,0.04,1,1
2/1/15,53,48.1,44,0.00,1,1
2/2/15,55,51.8,47,0.02,1,1
2/3/15,55,51.6,47,0.01,1,1
2/4/15,52,47.7,45,0.00,1,1
2/5/15,53,46.3,41,0.00,0,1
2/6/15,53,45.2,40,0.02,1,1
2/7/15,50,44.6,38,0.00,0,1
2/8/15,52,44.7,39,0.00,0,1
2/9/15,58,47.3,39,0.00,0,1
2/10/15,49,46.5,43,0.06,1,1
2/11/15,58,50.9,46,0.02,1,1
2/12/15,58,50.3,43,0.00,0,1
2/13/15,59,52.6,46,0.01,1,1
2/14/15,58,55.1,52,0.03,1,1
2/15/15,57,54.5,53,0.01,1,1
2/16/15,59,53.5,51,0.00,1,1
2/17/15,59,53.1,47,0.00,0,1
2/18/15,60,52.1,46,0.00,0,1
2/19/15,62,53.8,48,0.00,0,1
2/20/15,59,52.1,46,0.02,1,1
2/21/15,57,53.6,50,0.03,1,1
2/22/15,59,53.8,50,0.00,0,1
2/23/15,60,54,51,0.02,1,1
2/24/15,56,51.6,49,0.00,0,1
2/25/15,58,52.3,47,0.00,0,1
2/26/15,56,54,52,0.00,0,1
2/27/15,60,54.3,51,0.00,0,1
2/28/15,60,55.4,50,0.00,1,1
3/1/15,63,56,50,0.00,0,1
3/2/15,62,56.7,53,0.02,1,1
3/3/15,65,57.1,51,0.06,1,1
3/4/15,70,59.8,53,0.00,0,1
3/5/15,63,56.3,49,0.00,0,1
3/6/15,69,57.5,47,0.00,0,1
3/7/15,71,58.3,47,0.00,0,1
3/8/15,75,61.7,49,0.00,0,1
3/9/15,73,59.9,49,0.00,0,1
3/10/15,70,56,46,0.03,1,1
3/11/15,68,54.5,46,0.03,1,1
3/12/15,62,53.3,47,0.02,1,1
3/13/15,67,57,52,0.00,1,1
3/14/15,66,55.6,50,0.07,1,1
3/15/15,64,54.4,48,0.03,1,1
3/16/15,59,51.9,46,0.01,1,1
3/17/15,53,49.9,47,0.05,1,1
3/18/15,57,52.2,48,0.03,1,1
3/19/15,65,55.8,49,0.01,1,1
3/20/15,66,59.9,55,0.00,0,1
3/21/15,64,57.9,54,0.01,1,1
3/22/15,63,57.3,53,0.06,1,1
3/23/15,59,53.8,50,0.00,0,1
3/24/15,61,53.3,48,0.00,0,1
3/25/15,58,52,47,0.00,0,1
3/26/15,61,55.1,50,0.00,1,1
3/27/15,65,57.5,54,0.00,0,1
3/28/15,66,57.1,52,0.00,0,1
3/29/15,68,57.5,52,0.00,0,1
3/30/15,73,59.3,52,0.00,0,1
3/31/15,70,59.5,52,0.00,0,1
4/1/15,84,67.3,52,0.00,0,1
4/2/15,81,69.3,62,0.00,0,1
4/3/15,75,67.5,61,0.00,0,1
4/4/15,81,68.5,57,0.00,0,1
4/5/15,76,64.2,56,0.00,0,1
4/6/15,66,57.7,53,2.36,1,1
4/7/15,70,62.7,57,0.79,1,1
4/8/15,61,56.5,52,3.19,1,1
4/9/15,64,57.2,52,2.22,1,1
4/10/15,65,58.5,55,0.09,1,1
4/11/15,70,60,53,0.00,0,1
4/12/15,73,62.1,54,0.00,0,1
4/13/15,76,66.7,59,0.00,0,1
4/14/15,73,63.5,59,0.00,0,1
4/15/15,66,59,54,14.64,1,1
4/16/15,65,58.9,53,0.10,1,1
4/17/15,64,58.3,55,0.00,0,1
4/18/15,62,57.4,53,0.00,0,1
4/19/15,64,57.5,53,0.00,0,1
4/20/15,68,58.8,52,0.02,1,1
4/21/15,71,61,54,0.00,0,1
4/22/15,67,60.9,56,0.00,0,1
4/23/15,69,60.5,53,0.00,0,1
4/24/15,67,61.4,58,0.38,1,1
4/25/15,65,61.5,60,1.38,1,1
4/26/15,64,59.3,56,6.77,1,1
4/27/15,65,59.4,56,0.18,1,1
4/28/15,66,59,54,0.00,0,1
4/29/15,66,59.2,53,0.00,0,1
4/30/15,73,63.1,56,0.00,0,1
5/1/15,71,64.3,58,0.00,0,1
5/2/15,69,63.5,58,0.00,0,1
5/3/15,65,63,61,0.43,1,1
5/4/15,65,62.1,57,1.56,1,1
5/5/15,65,59.3,54,0.00,0,1
5/6/15,69,60,51,0.00,0,1
5/7/15,68,62.3,55,0.00,0,1
5/8/15,71,64.4,59,0.00,0,1
5/9/15,79,65.3,56,0.00,0,1
5/10/15,85,69,58,0.00,0,1
5/11/15,85,71.5,60,0.00,0,1
5/12/15,80,70.7,62,0.00,0,1
5/13/15,85,71,62,0.00,0,1
5/14/15,70,62.7,57,0.00,0,1
5/15/15,68,61.3,56,0.00,0,1
5/16/15,87,72.4,60,0.00,0,1
5/17/15,90,77.8,69,0.00,0,1
5/18/15,78,70.3,60,0.00,0,1
5/19/15,66,60.3,56,0.00,0,1
5/20/15,69,60.5,53,0.00,0,1
5/21/15,79,66.2,56,0.00,0,1
5/22/15,81,68.5,62,0.00,0,1
5/23/15,80,69.4,63,0.00,0,1
5/24/15,82,70.6,63,0.00,0,1
5/25/15,80,70.6,62,0.00,0,1
5/26/15,85,76.1,70,0.00,0,1
5/27/15,90,77.8,68,0.00,0,1
5/28/15,86,76.1,66,0.00,0,1
5/29/15,78,68.9,62,0.00,0,1
5/30/15,76,65.5,58,0.00,0,1
5/31/15,73,65.2,58,0.00,0,1
6/1/15,74,64.8,58,0.00,0,1
6/2/15,78,65.8,55,0.00,0,1
6/3/15,87,69.7,59,0.00,0,1
6/4/15,86,70.9,60,0.00,0,1
6/5/15,84,69.2,60,0.00,0,1
6/6/15,89,74.1,63,0.00,0,1
6/7/15,90,76.8,70,0.00,0,1
6/8/15,88,79.4,71,0.00,0,1
6/9/15,90,79.6,72,0.00,0,1
6/10/15,74,67.6,63,0.00,0,1
6/11/15,69,63.6,59,0.00,0,1
6/12/15,68,61.6,57,0.00,0,1
6/13/15,67,61.9,57,0.87,1,1
6/14/15,65,60.6,58,3.58,1,1
6/15/15,72,63.6,57,0.06,1,1
6/16/15,77,67.3,59,0.00,0,1
6/17/15,88,75,64,0.00,0,1
6/18/15,88,79.2,73,0.00,0,1
6/19/15,92,81.1,68,0.00,0,1
6/20/15,92,83.3,72,0.00,0,1
6/21/15,82,72.8,65,0.00,0,1
6/22/15,75,67.3,63,0.00,0,1
6/23/15,72,66.6,63,0.00,0,1
6/24/15,76,66.6,60,0.00,0,1
6/25/15,84,70.3,60,0.00,0,1
6/26/15,89,73.9,62,0.00,0,1
6/27/15,96,77.8,65,0.00,0,1
6/28/15,91,77.5,68,0.00,0,1
6/29/15,95,77.8,65,0.00,0,1
6/30/15,81,69.8,63,0.00,0,1
7/1/15,74,67.5,63,2.52,1,1
7/2/15,78,67.8,61,0.00,0,1
7/3/15,81,69.5,60,0.00,0,1
7/4/15,84,72.5,65,0.00,0,1
7/5/15,81,70,64,0.00,0,1
7/6/15,87,71.5,61,0.00,0,1
7/7/15,83,71.9,63,0.00,0,1
7/8/15,82,70.5,63,0.00,0,1
7/9/15,81,70.6,63,0.00,0,1
7/10/15,76,68.6,64,0.00,0,1
7/11/15,81,70,63,0.00,0,1
7/12/15,79,68.5,62,0.00,0,1
7/13/15,82,70.4,63,0.00,0,1
7/14/15,86,71.8,63,0.00,0,1
7/15/15,88,71.8,64,0.00,0,1
7/16/15,88,73.4,64,0.00,0,1
7/17/15,81,72.9,67,0.00,0,1
7/18/15,83,73.3,66,0.00,0,1
7/19/15,83,74.1,67,0.00,0,1
7/20/15,84,75.3,70,0.00,0,1
7/21/15,83,74.8,69,0.00,0,1
7/22/15,82,72.9,66,0.00,0,1
7/23/15,83,72.8,65,0.00,0,1
7/24/15,78,71.8,65,0.05,1,1
7/25/15,79,69.1,62,0.00,0,1
7/26/15,86,73.6,63,0.00,0,1
7/27/15,83,72.9,67,0.00,0,1
7/28/15,83,72.8,65,0.00,0,1
7/29/15,82,74.3,67,0.00,0,1
7/30/15,82,74.9,71,0.00,0,1
7/31/15,79,71,66,0.00,0,1
8/1/15,86,72.6,64,0.00,0,1
8/2/15,88,73.8,64,0.00,0,1
8/3/15,84,72.4,65,0.00,0,1
8/4/15,79,70,63,0.00,0,1
8/5/15,85,70.7,61,0.00,0,1
8/6/15,87,73.7,66,0.00,0,1
8/7/15,78,69.4,64,0.00,0,1
8/8/15,85,71.5,62,0.00,0,1
8/9/15,95,80.7,66,0.00,0,1
8/10/15,93,78.3,66,0.00,0,1
8/11/15,80,70.3,65,0.00,0,1
8/12/15,76,67,60.8,0.00,0,1
8/13/15,74,67.4,62,0.00,0,1
8/14/15,75,66.7,60,0.00,0,1
8/15/15,79,69.3,62,0.00,0,1
8/16/15,79,70.2,65,0.00,0,1
8/17/15,77,69,65,0.00,0,1
8/18/15,78,69.6,64,0.00,0,1
8/19/15,88,73.4,63,0.00,0,1
8/20/15,93,78.8,67,0.00,0,1
8/21/15,87,74.1,66,0.00,0,1
8/22/15,78,70,65,0.00,0,1
8/23/15,75,67.6,64,2.52,1,1
8/24/15,76,67.7,63,0.10,1,1
8/25/15,81,69.7,61,0.00,0,1
8/26/15,82,71.8,64,0.00,0,1
8/27/15,80,72.4,67,0.00,0,1
8/28/15,87,75.5,69,0.00,0,1
8/29/15,91,77.1,65,0.00,0,1
8/30/15,82,75,70,0.00,0,1
8/31/15,78,72.9,69,0.00,0,1
9/1/15,74,65.9,62.6,0.00,0,1
9/2/15,74,67,62,0.00,0,1
9/3/15,71,65.7,62,0.00,0,1
9/4/15,71,64.7,61,0.00,0,1
9/5/15,75,66.6,60,0.00,0,1
9/6/15,83,70.2,59,0.00,0,1
9/7/15,86,74.1,64,0.00,0,1
9/8/15,83,73.4,67,0.00,0,1
9/9/15,79,69.6,61,0.00,0,1
9/10/15,75,66.9,61,0.00,0,1
9/11/15,78,67.1,60,0.00,0,1
9/12/15,74,67.6,63,0.00,0,1
9/13/15,73,66.1,62,0.47,1,1
9/14/15,73,65.8,61,0.00,0,1
9/15/15,70,66.4,61,1.27,1,1
9/16/15,73,67.3,62,3.42,1,1
9/17/15,73,64.2,58,0.02,1,1
9/18/15,78,65.5,58,0.00,0,1
9/19/15,86,71.7,60,0.00,0,1
9/20/15,86,73.7,62,0.00,0,1
9/21/15,83,71.9,61,0.00,0,1
9/22/15,73,64.8,60,0.00,0,1
9/23/15,78,66.3,60,0.00,0,1
9/24/15,81,68.3,61,0.00,0,1
9/25/15,80,68.2,62,0.00,0,1
9/26/15,80,67.5,61,0.00,0,1
9/27/15,87,69.8,59,0.00,0,1
9/28/15,83,71,60,0.00,0,1
9/29/15,78,69.6,63,0.24,1,1
9/30/15,77,69.2,61,0.00,0,1
10/1/15,81,69.8,61,0.00,0,1
10/2/15,80,68.3,62,0.00,0,1
10/3/15,74,67.5,62,0.00,0,1
10/4/15,76,70.8,68,2.85,1,1
10/5/15,73,69.1,66,13.85,1,1
10/6/15,70,65.9,62,0.39,1,1
10/7/15,71,62.7,59,0.00,0,1
10/8/15,73,63,58,0.00,0,1
10/9/15,68,62.2,56,0.00,0,1
10/10/15,66,63.3,60,6.70,1,1
10/11/15,69,65.4,64,0.70,1,1
10/12/15,68,65.3,63,9.39,1,1
10/13/15,74,67.5,63,2.18,1,1
10/14/15,76,67,61,0.00,0,1
10/15/15,76,66.3,59,0.00,0,1
10/16/15,71,66.6,62,0.00,0,1
10/17/15,69,65.3,63,6.48,1,1
10/18/15,68,61.1,57.2,10.82,1,1
10/19/15,67,62.8,58,0.39,1,1
10/20/15,76,67.7,62,9.07,1,1
10/21/15,74,65.6,59,0.00,0,1
10/22/15,74,64.4,57,0.00,0,1
10/23/15,69,62.8,56,0.00,0,1
10/24/15,63,61.9,61,0.78,1,1
10/25/15,63,60.9,59,2.07,1,1
10/26/15,69,62,56,17.77,1,1
10/27/15,64,59.5,56,1.09,1,1
10/28/15,68,59.8,59,0.81,1,1
10/29/15,70,65.3,62,0.13,1,1
10/30/15,68,63.5,60,0.18,1,1
10/31/15,64,60.3,56,5.10,1,1
11/1/15,63,58.2,55,4.78,1,1
11/2/15,62,59,56,2.65,1,1
11/3/15,68,62.7,56,0.31,1,1
11/4/15,68,64,61,5.94,1,1
11/5/15,69,65.1,63,1.52,1,1
11/6/15,73,66.8,62,0.00,0,1
11/7/15,76,66.9,60,0.00,0,1
11/8/15,73,65.3,60,0.00,0,1
11/9/15,73,65.4,58,0.05,1,1
11/10/15,73,63.8,57,0.00,0,1
11/11/15,71,62.6,55,0.00,0,1
11/12/15,69,61.1,55,0.00,0,1
11/13/15,66,60.9,57,0.04,1,1
11/14/15,67,60,53,0.02,1,1
11/15/15,67,60.1,54,0.00,0,1
11/16/15,67,60.2,56,0.00,0,1
11/17/15,65,58.9,54,0.00,0,1
11/18/15,66,58.9,53,0.50,1,1
11/19/15,67,59.2,54,0.00,0,1
11/20/15,70,60.1,54,0.19,1,1
11/21/15,62,58,52,0.28,1,1
11/22/15,56,52.1,48,1.10,1,1
11/23/15,57,51.8,48,0.33,1,1
11/24/15,59,52.1,43,0.00,0,1
11/25/15,63,58.3,55,0.13,1,1
11/26/15,65,59,55,0.15,1,1
11/27/15,65,59.3,56,0.00,0,1
11/28/15,65,57.4,54,0.00,0,1
11/29/15,63,55,49,0.00,0,1
11/30/15,60,53.4,47,0.00,0,1
12/1/15,58,53.6,48,0.04,1,1
12/2/15,63,56.8,53,0.00,0,1
12/3/15,65,56.1,49,0.25,1,1
12/4/15,63,58.1,53,0.00,0,1
12/5/15,65,56.8,51,0.00,0,1
12/6/15,56,51.3,48,0.04,1,1
12/7/15,60,56.4,54,0.43,1,1
12/8/15,62,56.1,52,0.00,0,1
12/9/15,61,56.8,52,0.00,0,1
12/10/15,61,57.8,55,0.00,0,1
12/11/15,58,54.8,51,0.00,0,1
12/12/15,63,56.7,51,0.08,1,1
12/13/15,64,57.5,52,2.87,1,1
12/14/15,65,62,57,3.49,1,1
12/15/15,70,63.9,55,0.32,1,1
12/16/15,63,56.4,51,0.00,0,1
12/17/15,68,58.6,51,0.00,0,1
12/18/15,67,60.8,55,0.00,0,1
12/19/15,67,59.2,50,0.04,1,1
12/20/15,63,58.2,52,0.09,1,1
12/21/15,51,47.6,44,0.00,0,1
12/22/15,46,44.8,43,0.08,1,1
12/23/15,50,47.1,44,0.04,1,1
12/24/15,55,50.4,47,0.00,0,1
12/25/15,60,52.9,48,0.04,1,1
12/26/15,61,53,47,0.08,1,1
12/27/15,62,55.5,48,0.09,1,1
12/28/15,63,59.7,53,2.16,1,1
12/29/15,63,55.8,49,0.06,1,1
12/30/15,64,58.9,52,0.88,1,1
12/31/15,60,56.1,53,0.08,1,1
1/1/16,64,57.5,53,0.11,1,1
1/2/16,61,55.9,51,0.00,1,1
1/3/16,62,59.6,55,0.05,1,1
1/4/16,64,60.2,55,0.06,1,1
1/5/16,55,52,49,0.05,1,1
1/6/16,59,54.3,48,0.02,1,1
1/7/16,61,59.5,58,0.07,1,1
1/8/16,62,58.8,54,0.22,1,1
1/9/16,61,56.6,51,0.01,1,1
1/10/16,62,60,58,0.07,1,1
1/11/16,59,55.3,50,0.25,1,1
1/12/16,59,53.1,49,0.00,1,1
1/13/16,60,52.1,45,0.00,0,1
1/14/16,61,57.3,53,0.04,1,1
1/15/16,59,53.3,48,0.00,0,1
1/16/16,56,48.4,42,0.00,0,1
1/17/16,50,46,42,0.00,0,1
1/18/16,60,54.2,47,0.01,1,1
1/19/16,60,55.2,52,0.06,1,1
1/20/16,62,57.2,53,0.03,1,1
1/21/16,61,58,56,0.20,1,1
1/22/16,63,58.7,55,0.04,1,1
1/23/16,67,60.2,57,0.03,1,1
1/24/16,70,60.5,54,0.00,0,1
1/25/16,62,57,52,0.21,1,1
1/26/16,60,53.8,50,0.00,0,1
1/27/16,59,53.5,48,0.00,0,1
1/28/16,59,55,53,0.15,1,1
1/29/16,60,53.8,50,0.00,0,1
1/30/16,58,53.8,49,0.00,0,1
1/31/16,61,56.6,54,0.00,0,1
2/1/16,62,53,50,0.00,0,1
2/2/16,60,54.6,51,0.00,0,1
2/3/16,64,57,54,0.00,0,1
2/4/16,61,53.3,49,0.00,0,1
2/5/16,60,52.5,46,0.00,0,1
2/6/16,60,55.3,51,0.15,1,1
2/7/16,60,55.5,53,0.00,0,1
2/8/16,62,57.8,55,0.01,1,1
2/9/16,62,58.3,56,0.02,1,1
2/10/16,60,58.6,57,0.08,1,1
2/11/16,61,58.2,56,0.05,1,1
2/12/16,61,59,57,0.11,1,1
2/13/16,60,58.7,58,0.09,1,1
2/14/16,57,52,46,0.12,1,1
2/15/16,55,50.8,47,0.01,1,1
2/16/16,55,47.8,42,0.00,0,1
2/17/16,53,47.4,40,0.17,1,1
2/18/16,54,48.4,44,0.00,0,1
2/19/16,58,50.3,44,0.00,0,1
2/20/16,62,54,46,0.00,0,1
2/21/16,63,53.9,49,0.00,0,1
2/22/16,65,55.3,49,0.00,0,1
2/23/16,59,54.1,50,0.00,0,1
2/24/16,59,55.8,53,0.04,1,1
2/25/16,59,53.9,50,0.00,1,1
2/26/16,55,50.4,45,0.20,1,1
2/27/16,47,44.4,40,0.35,1,1
2/28/16,57,51.2,47,0.00,0,1
2/29/16,58,51.6,46,0.00,0,1
3/1/16,64,54.3,47,0.00,0,1
3/2/16,61,54.9,51,0.00,0,1
3/3/16,61,53.5,49,0.00,0,1
3/4/16,58,53,49,0.00,1,1
3/5/16,56,51.2,48,0.00,1,1
3/6/16,56,50.3,45,0.00,1,1
3/7/16,55,51.8,49,0.00,1,1
3/8/16,59,52.2,47,0.00,0,1
3/9/16,59,52.5,48,0.00,1,1
3/10/16,58,52.8,49,0.00,0,1
3/11/16,61,53.5,47,0.00,0,1
3/12/16,63,53.4,44,0.00,0,1
3/13/16,65,54.6,46,0.00,0,1
3/14/16,60,52.7,46,0.00,0,1
3/15/16,62,54.8,51,0.08,1,1
3/16/16,60,53,48,0.00,0,1
3/17/16,62,54.8,48,0.00,0,1
3/18/16,61,55.7,53,0.21,1,1
3/19/16,58,53.6,50,0.19,1,1
3/20/16,57,51.3,47,0.15,1,1
3/21/16,60,52.3,49,0.13,1,1
3/22/16,61,54.5,49,0.02,1,1
3/23/16,60,54.8,50,0.01,1,1
3/24/16,64,55.5,51,0.00,0,1
3/25/16,63,55.3,49,0.00,0,1
3/26/16,60,56.7,54,0.04,1,1
3/27/16,60,54.3,47,0.00,0,1
3/28/16,62,57,54,0.00,1,1
3/29/16,63,57.9,55,0.00,0,1
3/30/16,62,53.6,48,0.06,1,1
3/31/16,57,51.4,47,0.00,0,1
4/1/16,61,53,47,0.00,0,1
4/2/16,59,52.5,47,4.64,1,1
4/3/16,58,54.2,51,4.05,1,1
4/4/16,58,55.6,53,3.73,1,1
4/5/16,61,55.2,51,0.09,1,1
4/6/16,68,57.5,50,0.00,0,1
4/7/16,69,58.3,53,0.00,0,1
4/8/16,60,54.1,50,0.00,0,1
4/9/16,59,53.9,50,0.12,1,1
4/10/16,58,53.4,50,1.24,1,1
4/11/16,59,52.7,48,0.85,1,1
4/12/16,62,56.4,53,2.08,1,1
4/13/16,62,57.2,52,0.96,1,1
4/14/16,60,58.7,57,5.64,1,1
4/15/16,62,59.4,58,11.53,1,1
4/16/16,64,59.5,55,3.77,1,1
4/17/16,64,57.6,52,0.00,0,1
4/18/16,70,59.8,51,1.36,1,1
4/19/16,64,60.1,56,1.54,1,1
4/20/16,64,58.5,54,0.00,0,1
4/21/16,63,58.8,53,1.88,1,1
4/22/16,66,59.5,55,0.31,1,1
4/23/16,68,60.4,56,0.17,1,1
4/24/16,70,60.3,53,0.00,0,1
4/25/16,75,62.1,53,0.00,0,1
4/26/16,69,55.5,53.6,0.00,0,1
4/27/16,66,57.6,53,0.00,0,1
4/28/16,66,58.4,53,0.00,0,1
4/29/16,71,61.1,54,0.00,0,1
4/30/16,68,59.6,52,0.00,0,1
5/1/16,75,63.6,55,0.00,0,1
5/2/16,78,66.6,58,0.00,0,1
5/3/16,86,71.9,58,0.00,0,1
